pair_id,speaker,word,label_a,label_b,file_a,file_b
OAF_match_happy_sad,OAF,match,happy,sad,OAF_match_happy.wav,OAF_match_sad.wav
OAF_match_happy_angry,OAF,match,happy,angry,OAF_match_happy.wav,OAF_match_angry.wav
OAF_match_sad_angry,OAF,match,sad,angry,OAF_match_sad.wav,OAF_match_angry.wav
OAF_merge_neutral_happy,OAF,merge,neutral,happy,OAF_merge_neutral.wav,OAF_merge_happy.wav
OAF_merge_neutral_sad,OAF,merge,neutral,sad,OAF_merge_neutral.wav,OAF_merge_sad.wav
OAF_merge_neutral_angry,OAF,merge,neutral,angry,OAF_merge_neutral.wav,OAF_merge_angry.wav
OAF_merge_happy_sad,OAF,merge,happy,sad,OAF_merge_happy.wav,OAF_merge_sad.wav
OAF_merge_happy_angry,OAF,merge,happy,angry,OAF_merge_happy.wav,OAF_merge_angry.wav
OAF_merge_sad_angry,OAF,merge,sad,angry,OAF_merge_sad.wav,OAF_merge_angry.wav
OAF_mess_neutral_happy,OAF,mess,neutral,happy,OAF_mess_neutral.wav,OAF_mess_happy.wav
OAF_mess_neutral_sad,OAF,mess,neutral,sad,OAF_mess_neutral.wav,OAF_mess_sad.wav
OAF_mess_neutral_angry,OAF,mess,neutral,angry,OAF_mess_neutral.wav,OAF_mess_angry.wav
OAF_mess_happy_sad,OAF,mess,happy,sad,OAF_mess_happy.wav,OAF_mess_sad.wav
OAF_mess_happy_angry,OAF,mess,happy,angry,OAF_mess_happy.wav,OAF_mess_angry.wav
OAF_mess_sad_angry,OAF,mess,sad,angry,OAF_mess_sad.wav,OAF_mess_angry.wav
OAF_met_neutral_happy,OAF,met,neutral,happy,OAF_met_neutral.wav,OAF_met_happy.wav
OAF_met_neutral_sad,OAF,met,neutral,sad,OAF_met_neutral.wav,OAF_met_sad.wav
OAF_met_neutral_angry,OAF,met,neutral,angry,OAF_met_neutral.wav,OAF_met_angry.wav
OAF_met_happy_sad,OAF,met,happy,sad,OAF_met_happy.wav,OAF_met_sad.wav
OAF_met_happy_angry,OAF,met,happy,angry,OAF_met_happy.wav,OAF_met_angry.wav
OAF_met_sad_angry,OAF,met,sad,angry,OAF_met_sad.wav,OAF_met_angry.wav
OAF_mill_neutral_happy,OAF,mill,neutral,happy,OAF_mill_neutral.wav,OAF_mill_happy.wav
OAF_mill_neutral_sad,OAF,mill,neutral,sad,OAF_mill_neutral.wav,OAF_mill_sad.wav
OAF_mill_neutral_angry,OAF,mill,neutral,angry,OAF_mill_neutral.wav,OAF_mill_angry.wav
OAF_mill_happy_sad,OAF,mill,happy,sad,OAF_mill_happy.wav,OAF_mill_sad.wav
OAF_mill_happy_angry,OAF,mill,happy,angry,OAF_mill_happy.wav,OAF_mill_angry.wav
OAF_mill_sad_angry,OAF,mill,sad,angry,OAF_mill_sad.wav,OAF_mill_angry.wav
OAF_mob_neutral_happy,OAF,mob,neutral,happy,OAF_mob_neutral.wav,OAF_mob_happy.wav
OAF_mob_neutral_sad,OAF,mob,neutral,sad,OAF_mob_neutral.wav,OAF_mob_sad.wav
OAF_mob_neutral_angry,OAF,mob,neutral,angry,OAF_mob_neutral.wav,OAF_mob_angry.wav
OAF_mob_happy_sad,OAF,mob,happy,sad,OAF_mob_happy.wav,OAF_mob_sad.wav
OAF_mob_happy_angry,OAF,mob,happy,angry,OAF_mob_happy.wav,OAF_mob_angry.wav
OAF_mob_sad_angry,OAF,mob,sad,angry,OAF_mob_sad.wav,OAF_mob_angry.wav
OAF_mode_neutral_happy,OAF,mode,neutral,happy,OAF_mode_neutral.wav,OAF_mode_happy.wav
OAF_mode_neutral_sad,OAF,mode,neutral,sad,OAF_mode_neutral.wav,OAF_mode_sad.wav
OAF_mode_neutral_angry,OAF,mode,neutral,angry,OAF_mode_neutral.wav,OAF_mode_angry.wav
OAF_mode_happy_sad,OAF,mode,happy,sad,OAF_mode_happy.wav,OAF_mode_sad.wav
OAF_mode_happy_angry,OAF,mode,happy,angry,OAF_mode_happy.wav,OAF_mode_angry.wav
OAF_mode_sad_angry,OAF,mode,sad,angry,OAF_mode_sad.wav,OAF_mode_angry.wav
OAF_mood_neutral_happy,OAF,mood,neutral,happy,OAF_mood_neutral.wav,OAF_mood_happy.wav
OAF_mood_neutral_sad,OAF,mood,neutral,sad,OAF_mood_neutral.wav,OAF_mood_sad.wav
OAF_mood_neutral_angry,OAF,mood,neutral,angry,OAF_mood_neutral.wav,OAF_mood_angry.wav
OAF_mood_happy_sad,OAF,mood,happy,sad,OAF_mood_happy.wav,OAF_mood_sad.wav
OAF_mood_happy_angry,OAF,mood,happy,angry,OAF_mood_happy.wav,OAF_mood_angry.wav
OAF_mood_sad_angry,OAF,mood,sad,angry,OAF_mood_sad.wav,OAF_mood_angry.wav
OAF_moon_neutral_happy,OAF,moon,neutral,happy,OAF_moon_neutral.wav,OAF_moon_happy.wav
OAF_moon_neutral_sad,OAF,moon,neutral,sad,OAF_moon_neutral.wav,OAF_moon_sad.wav
OAF_moon_neutral_angry,OAF,moon,neutral,angry,OAF_moon_neutral.wav,OAF_moon_angry.wav
OAF_moon_happy_sad,OAF,moon,happy,sad,OAF_moon_happy.wav,OAF_moon_sad.wav
OAF_moon_happy_angry,OAF,moon,happy,angry,OAF_moon_happy.wav,OAF_moon_angry.wav
OAF_moon_sad_angry,OAF,moon,sad,angry,OAF_moon_sad.wav,OAF_moon_angry.wav
OAF_mop_neutral_happy,OAF,mop,neutral,happy,OAF_mop_neutral.wav,OAF_mop_happy.wav
OAF_mop_neutral_sad,OAF,mop,neutral,sad,OAF_mop_neutral.wav,OAF_mop_sad.wav
OAF_mop_neutral_angry,OAF,mop,neutral,angry,OAF_mop_neutral.wav,OAF_mop_angry.wav
OAF_mop_happy_sad,OAF,mop,happy,sad,OAF_mop_happy.wav,OAF_mop_sad.wav
OAF_mop_happy_angry,OAF,mop,happy,angry,OAF_mop_happy.wav,OAF_mop_angry.wav
OAF_mop_sad_angry,OAF,mop,sad,angry,OAF_mop_sad.wav,OAF_mop_angry.wav
OAF_mouse_neutral_happy,OAF,mouse,neutral,happy,OAF_mouse_neutral.wav,OAF_mouse_happy.wav
OAF_mouse_neutral_sad,OAF,mouse,neutral,sad,OAF_mouse_neutral.wav,OAF_mouse_sad.wav
OAF_mouse_neutral_angry,OAF,mouse,neutral,angry,OAF_mouse_neutral.wav,OAF_mouse_angry.wav
OAF_mouse_happy_sad,OAF,mouse,happy,sad,OAF_mouse_happy.wav,OAF_mouse_sad.wav
OAF_mouse_happy_angry,OAF,mouse,happy,angry,OAF_mouse_happy.wav,OAF_mouse_angry.wav
OAF_mouse_sad_angry,OAF,mouse,sad,angry,OAF_mouse_sad.wav,OAF_mouse_angry.wav
OAF_nag_neutral_happy,OAF,nag,neutral,happy,OAF_nag_neutral.wav,OAF_nag_happy.wav
OAF_nag_neutral_sad,OAF,nag,neutral,sad,OAF_nag_neutral.wav,OAF_nag_sad.wav
OAF_nag_neutral_angry,OAF,nag,neutral,angry,OAF_nag_neutral.wav,OAF_nag_angry.wav
OAF_nag_happy_sad,OAF,nag,happy,sad,OAF_nag_happy.wav,OAF_nag_sad.wav
OAF_nag_happy_angry,OAF,nag,happy,angry,OAF_nag_happy.wav,OAF_nag_angry.wav
OAF_nag_sad_angry,OAF,nag,sad,angry,OAF_nag_sad.wav,OAF_nag_angry.wav
OAF_name_neutral_happy,OAF,name,neutral,happy,OAF_name_neutral.wav,OAF_name_happy.wav
OAF_name_neutral_sad,OAF,name,neutral,sad,OAF_name_neutral.wav,OAF_name_sad.wav
OAF_name_neutral_angry,OAF,name,neutral,angry,OAF_name_neutral.wav,OAF_name_angry.wav
OAF_name_happy_sad,OAF,name,happy,sad,OAF_name_happy.wav,OAF_name_sad.wav
OAF_name_happy_angry,OAF,name,happy,angry,OAF_name_happy.wav,OAF_name_angry.wav
OAF_name_sad_angry,OAF,name,sad,angry,OAF_name_sad.wav,OAF_name_angry.wav
OAF_near_neutral_happy,OAF,near,neutral,happy,OAF_near_neutral.wav,OAF_near_happy.wav
OAF_near_neutral_sad,OAF,near,neutral,sad,OAF_near_neutral.wav,OAF_near_sad.wav
OAF_near_neutral_angry,OAF,near,neutral,angry,OAF_near_neutral.wav,OAF_near_angry.wav
OAF_near_happy_sad,OAF,near,happy,sad,OAF_near_happy.wav,OAF_near_sad.wav
OAF_near_happy_angry,OAF,near,happy,angry,OAF_near_happy.wav,OAF_near_angry.wav
OAF_near_sad_angry,OAF,near,sad,angry,OAF_near_sad.wav,OAF_near_angry.wav
OAF_neat_neutral_happy,OAF,neat,neutral,happy,OAF_neat_neutral.wav,OAF_neat_happy.wav
OAF_neat_neutral_sad,OAF,neat,neutral,sad,OAF_neat_neutral.wav,OAF_neat_sad.wav
OAF_neat_neutral_angry,OAF,neat,neutral,angry,OAF_neat_neutral.wav,OAF_neat_angry.wav
OAF_neat_happy_sad,OAF,neat,happy,sad,OAF_neat_happy.wav,OAF_neat_sad.wav
OAF_neat_happy_angry,OAF,neat,happy,angry,OAF_neat_happy.wav,OAF_neat_angry.wav
OAF_neat_sad_angry,OAF,neat,sad,angry,OAF_neat_sad.wav,OAF_neat_angry.wav
OAF_nice_neutral_happy,OAF,nice,neutral,happy,OAF_nice_neutral.wav,OAF_nice_happy.wav
OAF_nice_neutral_sad,OAF,nice,neutral,sad,OAF_nice_neutral.wav,OAF_nice_sad.wav
OAF_nice_neutral_angry,OAF,nice,neutral,angry,OAF_nice_neutral.wav,OAF_nice_angry.wav
OAF_nice_happy_sad,OAF,nice,happy,sad,OAF_nice_happy.wav,OAF_nice_sad.wav
OAF_nice_happy_angry,OAF,nice,happy,angry,OAF_nice_happy.wav,OAF_nice_angry.wav
OAF_nice_sad_angry,OAF,nice,sad,angry,OAF_nice_sad.wav,OAF_nice_angry.wav
OAF_note_neutral_happy,OAF,note,neutral,happy,OAF_note_neutral.wav,OAF_note_happy.wav
OAF_note_neutral_sad,OAF,note,neutral,sad,OAF_note_neutral.wav,OAF_note_sad.wav
OAF_note_neutral_angry,OAF,note,neutral,angry,OAF_note_neutral.wav,OAF_note_angry.wav
OAF_note_happy_sad,OAF,note,happy,sad,OAF_note_happy.wav,OAF_note_sad.wav
OAF_note_happy_angry,OAF,note,happy,angry,OAF_note_happy.wav,OAF_note_angry.wav
OAF_note_sad_angry,OAF,note,sad,angry,OAF_note_sad.wav,OAF_note_angry.wav
OAF_numb_neutral_happy,OAF,numb,neutral,happy,OAF_numb_neutral.wav,OAF_numb_happy.wav
OAF_numb_neutral_sad,OAF,numb,neutral,sad,OAF_numb_neutral.wav,OAF_numb_sad.wav
OAF_numb_neutral_angry,OAF,numb,neutral,angry,OAF_numb_neutral.wav,OAF_numb_angry.wav
OAF_numb_happy_sad,OAF,numb,happy,sad,OAF_numb_happy.wav,OAF_numb_sad.wav
OAF_numb_happy_angry,OAF,numb,happy,angry,OAF_numb_happy.wav,OAF_numb_angry.wav
OAF_numb_sad_angry,OAF,numb,sad,angry,OAF_numb_sad.wav,OAF_numb_angry.wav
OAF_pad_neutral_happy,OAF,pad,neutral,happy,OAF_pad_neutral.wav,OAF_pad_happy.wav
OAF_pad_neutral_sad,OAF,pad,neutral,sad,OAF_pad_neutral.wav,OAF_pad_sad.wav
OAF_pad_neutral_angry,OAF,pad,neutral,angry,OAF_pad_neutral.wav,OAF_pad_angry.wav
OAF_pad_happy_sad,OAF,pad,happy,sad,OAF_pad_happy.wav,OAF_pad_sad.wav
OAF_pad_happy_angry,OAF,pad,happy,angry,OAF_pad_happy.wav,OAF_pad_angry.wav
OAF_pad_sad_angry,OAF,pad,sad,angry,OAF_pad_sad.wav,OAF_pad_angry.wav
OAF_page_neutral_happy,OAF,page,neutral,happy,OAF_page_neutral.wav,OAF_page_happy.wav
OAF_page_neutral_sad,OAF,page,neutral,sad,OAF_page_neutral.wav,OAF_page_sad.wav
OAF_page_neutral_angry,OAF,page,neutral,angry,OAF_page_neutral.wav,OAF_page_angry.wav
OAF_page_happy_sad,OAF,page,happy,sad,OAF_page_happy.wav,OAF_page_sad.wav
OAF_page_happy_angry,OAF,page,happy,angry,OAF_page_happy.wav,OAF_page_angry.wav
OAF_page_sad_angry,OAF,page,sad,angry,OAF_page_sad.wav,OAF_page_angry.wav
OAF_pain_neutral_happy,OAF,pain,neutral,happy,OAF_pain_neutral.wav,OAF_pain_happy.wav
OAF_pain_neutral_sad,OAF,pain,neutral,sad,OAF_pain_neutral.wav,OAF_pain_sad.wav
OAF_pain_neutral_angry,OAF,pain,neutral,angry,OAF_pain_neutral.wav,OAF_pain_angry.wav
OAF_pain_happy_sad,OAF,pain,happy,sad,OAF_pain_happy.wav,OAF_pain_sad.wav
OAF_pain_happy_angry,OAF,pain,happy,angry,OAF_pain_happy.wav,OAF_pain_angry.wav
OAF_pain_sad_angry,OAF,pain,sad,angry,OAF_pain_sad.wav,OAF_pain_angry.wav
OAF_pass_neutral_happy,OAF,pass,neutral,happy,OAF_pass_neutral.wav,OAF_pass_happy.wav
OAF_pass_neutral_sad,OAF,pass,neutral,sad,OAF_pass_neutral.wav,OAF_pass_sad.wav
OAF_pass_neutral_angry,OAF,pass,neutral,angry,OAF_pass_neutral.wav,OAF_pass_angry.wav
OAF_pass_happy_sad,OAF,pass,happy,sad,OAF_pass_happy.wav,OAF_pass_sad.wav
OAF_pass_happy_angry,OAF,pass,happy,angry,OAF_pass_happy.wav,OAF_pass_angry.wav
OAF_pass_sad_angry,OAF,pass,sad,angry,OAF_pass_sad.wav,OAF_pass_angry.wav
OAF_pearl_neutral_happy,OAF,pearl,neutral,happy,OAF_pearl_neutral.wav,OAF_pearl_happy.wav
OAF_pearl_neutral_sad,OAF,pearl,neutral,sad,OAF_pearl_neutral.wav,OAF_pearl_sad.wav
OAF_pearl_neutral_angry,OAF,pearl,neutral,angry,OAF_pearl_neutral.wav,OAF_pearl_angry.wav
OAF_pearl_happy_sad,OAF,pearl,happy,sad,OAF_pearl_happy.wav,OAF_pearl_sad.wav
OAF_pearl_happy_angry,OAF,pearl,happy,angry,OAF_pearl_happy.wav,OAF_pearl_angry.wav
OAF_pearl_sad_angry,OAF,pearl,sad,angry,OAF_pearl_sad.wav,OAF_pearl_angry.wav
OAF_peg_neutral_happy,OAF,peg,neutral,happy,OAF_peg_neutral.wav,OAF_peg_happy.wav
OAF_peg_neutral_sad,OAF,peg,neutral,sad,OAF_peg_neutral.wav,OAF_peg_sad.wav
OAF_peg_neutral_angry,OAF,peg,neutral,angry,OAF_peg_neutral.wav,OAF_peg_angry.wav
OAF_peg_happy_sad,OAF,peg,happy,sad,OAF_peg_happy.wav,OAF_peg_sad.wav
OAF_peg_happy_angry,OAF,peg,happy,angry,OAF_peg_happy.wav,OAF_peg_angry.wav
OAF_peg_sad_angry,OAF,peg,sad,angry,OAF_peg_sad.wav,OAF_peg_angry.wav
OAF_perch_neutral_happy,OAF,perch,neutral,happy,OAF_perch_neutral.wav,OAF_perch_happy.wav
OAF_perch_neutral_sad,OAF,perch,neutral,sad,OAF_perch_neutral.wav,OAF_perch_sad.wav
OAF_perch_neutral_angry,OAF,perch,neutral,angry,OAF_perch_neutral.wav,OAF_perch_angry.wav
OAF_perch_happy_sad,OAF,perch,happy,sad,OAF_perch_happy.wav,OAF_perch_sad.wav
OAF_perch_happy_angry,OAF,perch,happy,angry,OAF_perch_happy.wav,OAF_perch_angry.wav
OAF_perch_sad_angry,OAF,perch,sad,angry,OAF_perch_sad.wav,OAF_perch_angry.wav
OAF_phone_neutral_happy,OAF,phone,neutral,happy,OAF_phone_neutral.wav,OAF_phone_happy.wav
OAF_phone_neutral_sad,OAF,phone,neutral,sad,OAF_phone_neutral.wav,OAF_phone_sad.wav
OAF_phone_neutral_angry,OAF,phone,neutral,angry,OAF_phone_neutral.wav,OAF_phone_angry.wav
OAF_phone_happy_sad,OAF,phone,happy,sad,OAF_phone_happy.wav,OAF_phone_sad.wav
OAF_phone_happy_angry,OAF,phone,happy,angry,OAF_phone_happy.wav,OAF_phone_angry.wav
OAF_phone_sad_angry,OAF,phone,sad,angry,OAF_phone_sad.wav,OAF_phone_angry.wav
OAF_pick_neutral_happy,OAF,pick,neutral,happy,OAF_pick_neutral.wav,OAF_pick_happy.wav
OAF_pick_neutral_sad,OAF,pick,neutral,sad,OAF_pick_neutral.wav,OAF_pick_sad.wav
OAF_pick_neutral_angry,OAF,pick,neutral,angry,OAF_pick_neutral.wav,OAF_pick_angry.wav
OAF_pick_happy_sad,OAF,pick,happy,sad,OAF_pick_happy.wav,OAF_pick_sad.wav
OAF_pick_happy_angry,OAF,pick,happy,angry,OAF_pick_happy.wav,OAF_pick_angry.wav
OAF_pick_sad_angry,OAF,pick,sad,angry,OAF_pick_sad.wav,OAF_pick_angry.wav
OAF_pike_neutral_happy,OAF,pike,neutral,happy,OAF_pike_neutral.wav,OAF_pike_happy.wav
OAF_pike_neutral_sad,OAF,pike,neutral,sad,OAF_pike_neutral.wav,OAF_pike_sad.wav
OAF_pike_neutral_angry,OAF,pike,neutral,angry,OAF_pike_neutral.wav,OAF_pike_angry.wav
OAF_pike_happy_sad,OAF,pike,happy,sad,OAF_pike_happy.wav,OAF_pike_sad.wav
OAF_pike_happy_angry,OAF,pike,happy,angry,OAF_pike_happy.wav,OAF_pike_angry.wav
OAF_pike_sad_angry,OAF,pike,sad,angry,OAF_pike_sad.wav,OAF_pike_angry.wav
OAF_pole_neutral_happy,OAF,pole,neutral,happy,OAF_pole_neutral.wav,OAF_pole_happy.wav
OAF_pole_neutral_sad,OAF,pole,neutral,sad,OAF_pole_neutral.wav,OAF_pole_sad.wav
OAF_pole_neutral_angry,OAF,pole,neutral,angry,OAF_pole_neutral.wav,OAF_pole_angry.wav
OAF_pole_happy_sad,OAF,pole,happy,sad,OAF_pole_happy.wav,OAF_pole_sad.wav
OAF_pole_happy_angry,OAF,pole,happy,angry,OAF_pole_happy.wav,OAF_pole_angry.wav
OAF_pole_sad_angry,OAF,pole,sad,angry,OAF_pole_sad.wav,OAF_pole_angry.wav
OAF_pool_neutral_happy,OAF,pool,neutral,happy,OAF_pool_neutral.wav,OAF_pool_happy.wav
OAF_pool_neutral_sad,OAF,pool,neutral,sad,OAF_pool_neutral.wav,OAF_pool_sad.wav
OAF_pool_neutral_angry,OAF,pool,neutral,angry,OAF_pool_neutral.wav,OAF_pool_angry.wav
OAF_pool_happy_sad,OAF,pool,happy,sad,OAF_pool_happy.wav,OAF_pool_sad.wav
OAF_pool_happy_angry,OAF,pool,happy,angry,OAF_pool_happy.wav,OAF_pool_angry.wav
OAF_pool_sad_angry,OAF,pool,sad,angry,OAF_pool_sad.wav,OAF_pool_angry.wav
OAF_puff_neutral_happy,OAF,puff,neutral,happy,OAF_puff_neutral.wav,OAF_puff_happy.wav
OAF_puff_neutral_sad,OAF,puff,neutral,sad,OAF_puff_neutral.wav,OAF_puff_sad.wav
OAF_puff_neutral_angry,OAF,puff,neutral,angry,OAF_puff_neutral.wav,OAF_puff_angry.wav
OAF_puff_happy_sad,OAF,puff,happy,sad,OAF_puff_happy.wav,OAF_puff_sad.wav
OAF_puff_happy_angry,OAF,puff,happy,angry,OAF_puff_happy.wav,OAF_puff_angry.wav
OAF_puff_sad_angry,OAF,puff,sad,angry,OAF_puff_sad.wav,OAF_puff_angry.wav
OAF_rag_neutral_happy,OAF,rag,neutral,happy,OAF_rag_neutral.wav,OAF_rag_happy.wav
OAF_rag_neutral_sad,OAF,rag,neutral,sad,OAF_rag_neutral.wav,OAF_rag_sad.wav
OAF_rag_neutral_angry,OAF,rag,neutral,angry,OAF_rag_neutral.wav,OAF_rag_angry.wav
OAF_rag_happy_sad,OAF,rag,happy,sad,OAF_rag_happy.wav,OAF_rag_sad.wav
OAF_rag_happy_angry,OAF,rag,happy,angry,OAF_rag_happy.wav,OAF_rag_angry.wav
OAF_rag_sad_angry,OAF,rag,sad,angry,OAF_rag_sad.wav,OAF_rag_angry.wav
OAF_raid_neutral_happy,OAF,raid,neutral,happy,OAF_raid_neutral.wav,OAF_raid_happy.wav
OAF_raid_neutral_sad,OAF,raid,neutral,sad,OAF_raid_neutral.wav,OAF_raid_sad.wav
OAF_raid_neutral_angry,OAF,raid,neutral,angry,OAF_raid_neutral.wav,OAF_raid_angry.wav
OAF_raid_happy_sad,OAF,raid,happy,sad,OAF_raid_happy.wav,OAF_raid_sad.wav
OAF_raid_happy_angry,OAF,raid,happy,angry,OAF_raid_happy.wav,OAF_raid_angry.wav
OAF_raid_sad_angry,OAF,raid,sad,angry,OAF_raid_sad.wav,OAF_raid_angry.wav
OAF_rain_neutral_happy,OAF,rain,neutral,happy,OAF_rain_neutral.wav,OAF_rain_happy.wav
OAF_rain_neutral_sad,OAF,rain,neutral,sad,OAF_rain_neutral.wav,OAF_rain_sad.wav
OAF_rain_neutral_angry,OAF,rain,neutral,angry,OAF_rain_neutral.wav,OAF_rain_angry.wav
OAF_rain_happy_sad,OAF,rain,happy,sad,OAF_rain_happy.wav,OAF_rain_sad.wav
OAF_rain_happy_angry,OAF,rain,happy,angry,OAF_rain_happy.wav,OAF_rain_angry.wav
OAF_rain_sad_angry,OAF,rain,sad,angry,OAF_rain_sad.wav,OAF_rain_angry.wav
OAF_raise_neutral_happy,OAF,raise,neutral,happy,OAF_raise_neutral.wav,OAF_raise_happy.wav
OAF_raise_neutral_sad,OAF,raise,neutral,sad,OAF_raise_neutral.wav,OAF_raise_sad.wav
OAF_raise_neutral_angry,OAF,raise,neutral,angry,OAF_raise_neutral.wav,OAF_raise_angry.wav
OAF_raise_happy_sad,OAF,raise,happy,sad,OAF_raise_happy.wav,OAF_raise_sad.wav
OAF_raise_happy_angry,OAF,raise,happy,angry,OAF_raise_happy.wav,OAF_raise_angry.wav
OAF_raise_sad_angry,OAF,raise,sad,angry,OAF_raise_sad.wav,OAF_raise_angry.wav
OAF_rat_neutral_happy,OAF,rat,neutral,happy,OAF_rat_neutral.wav,OAF_rat_happy.wav
OAF_rat_neutral_sad,OAF,rat,neutral,sad,OAF_rat_neutral.wav,OAF_rat_sad.wav
OAF_rat_neutral_angry,OAF,rat,neutral,angry,OAF_rat_neutral.wav,OAF_rat_angry.wav
OAF_rat_happy_sad,OAF,rat,happy,sad,OAF_rat_happy.wav,OAF_rat_sad.wav
OAF_rat_happy_angry,OAF,rat,happy,angry,OAF_rat_happy.wav,OAF_rat_angry.wav
OAF_rat_sad_angry,OAF,rat,sad,angry,OAF_rat_sad.wav,OAF_rat_angry.wav
OAF_reach_neutral_happy,OAF,reach,neutral,happy,OAF_reach_neutral.wav,OAF_reach_happy.wav
OAF_reach_neutral_sad,OAF,reach,neutral,sad,OAF_reach_neutral.wav,OAF_reach_sad.wav
OAF_reach_neutral_angry,OAF,reach,neutral,angry,OAF_reach_neutral.wav,OAF_reach_angry.wav
OAF_reach_happy_sad,OAF,reach,happy,sad,OAF_reach_happy.wav,OAF_reach_sad.wav
OAF_reach_happy_angry,OAF,reach,happy,angry,OAF_reach_happy.wav,OAF_reach_angry.wav
OAF_reach_sad_angry,OAF,reach,sad,angry,OAF_reach_sad.wav,OAF_reach_angry.wav
OAF_read_neutral_happy,OAF,read,neutral,happy,OAF_read_neutral.wav,OAF_read_happy.wav
OAF_read_neutral_sad,OAF,read,neutral,sad,OAF_read_neutral.wav,OAF_read_sad.wav
OAF_read_neutral_angry,OAF,read,neutral,angry,OAF_read_neutral.wav,OAF_read_angry.wav
OAF_read_happy_sad,OAF,read,happy,sad,OAF_read_happy.wav,OAF_read_sad.wav
OAF_read_happy_angry,OAF,read,happy,angry,OAF_read_happy.wav,OAF_read_angry.wav
OAF_read_sad_angry,OAF,read,sad,angry,OAF_read_sad.wav,OAF_read_angry.wav
OAF_red_neutral_happy,OAF,red,neutral,happy,OAF_red_neutral.wav,OAF_red_happy.wav
OAF_red_neutral_sad,OAF,red,neutral,sad,OAF_red_neutral.wav,OAF_red_sad.wav
OAF_red_neutral_angry,OAF,red,neutral,angry,OAF_red_neutral.wav,OAF_red_angry.wav
OAF_red_happy_sad,OAF,red,happy,sad,OAF_red_happy.wav,OAF_red_sad.wav
OAF_red_happy_angry,OAF,red,happy,angry,OAF_red_happy.wav,OAF_red_angry.wav
OAF_red_sad_angry,OAF,red,sad,angry,OAF_red_sad.wav,OAF_red_angry.wav
OAF_ring_neutral_happy,OAF,ring,neutral,happy,OAF_ring_neutral.wav,OAF_ring_happy.wav
OAF_ring_neutral_sad,OAF,ring,neutral,sad,OAF_ring_neutral.wav,OAF_ring_sad.wav
OAF_ring_neutral_angry,OAF,ring,neutral,angry,OAF_ring_neutral.wav,OAF_ring_angry.wav
OAF_ring_happy_sad,OAF,ring,happy,sad,OAF_ring_happy.wav,OAF_ring_sad.wav
OAF_ring_happy_angry,OAF,ring,happy,angry,OAF_ring_happy.wav,OAF_ring_angry.wav
OAF_ring_sad_angry,OAF,ring,sad,angry,OAF_ring_sad.wav,OAF_ring_angry.wav
OAF_ripe_neutral_happy,OAF,ripe,neutral,happy,OAF_ripe_neutral.wav,OAF_ripe_happy.wav
OAF_ripe_neutral_sad,OAF,ripe,neutral,sad,OAF_ripe_neutral.wav,OAF_ripe_sad.wav
OAF_ripe_neutral_angry,OAF,ripe,neutral,angry,OAF_ripe_neutral.wav,OAF_ripe_angry.wav
OAF_ripe_happy_sad,OAF,ripe,happy,sad,OAF_ripe_happy.wav,OAF_ripe_sad.wav
OAF_ripe_happy_angry,OAF,ripe,happy,angry,OAF_ripe_happy.wav,OAF_ripe_angry.wav
OAF_ripe_sad_angry,OAF,ripe,sad,angry,OAF_ripe_sad.wav,OAF_ripe_angry.wav
OAF_road_neutral_happy,OAF,road,neutral,happy,OAF_road_neutral.wav,OAF_road_happy.wav
OAF_road_neutral_sad,OAF,road,neutral,sad,OAF_road_neutral.wav,OAF_road_sad.wav
OAF_road_neutral_angry,OAF,road,neutral,angry,OAF_road_neutral.wav,OAF_road_angry.wav
OAF_road_happy_sad,OAF,road,happy,sad,OAF_road_happy.wav,OAF_road_sad.wav
OAF_road_happy_angry,OAF,road,happy,angry,OAF_road_happy.wav,OAF_road_angry.wav
OAF_road_sad_angry,OAF,road,sad,angry,OAF_road_sad.wav,OAF_road_angry.wav
OAF_room_neutral_happy,OAF,room,neutral,happy,OAF_room_neutral.wav,OAF_room_happy.wav
OAF_room_neutral_sad,OAF,room,neutral,sad,OAF_room_neutral.wav,OAF_room_sad.wav
OAF_room_neutral_angry,OAF,room,neutral,angry,OAF_room_neutral.wav,OAF_room_angry.wav
OAF_room_happy_sad,OAF,room,happy,sad,OAF_room_happy.wav,OAF_room_sad.wav
OAF_room_happy_angry,OAF,room,happy,angry,OAF_room_happy.wav,OAF_room_angry.wav
OAF_room_sad_angry,OAF,room,sad,angry,OAF_room_sad.wav,OAF_room_angry.wav
OAF_rose_neutral_happy,OAF,rose,neutral,happy,OAF_rose_neutral.wav,OAF_rose_happy.wav
OAF_rose_neutral_sad,OAF,rose,neutral,sad,OAF_rose_neutral.wav,OAF_rose_sad.wav
OAF_rose_neutral_angry,OAF,rose,neutral,angry,OAF_rose_neutral.wav,OAF_rose_angry.wav
OAF_rose_happy_sad,OAF,rose,happy,sad,OAF_rose_happy.wav,OAF_rose_sad.wav
OAF_rose_happy_angry,OAF,rose,happy,angry,OAF_rose_happy.wav,OAF_rose_angry.wav
OAF_rose_sad_angry,OAF,rose,sad,angry,OAF_rose_sad.wav,OAF_rose_angry.wav
OAF_rot_neutral_happy,OAF,rot,neutral,happy,OAF_rot_neutral.wav,OAF_rot_happy.wav
OAF_rot_neutral_sad,OAF,rot,neutral,sad,OAF_rot_neutral.wav,OAF_rot_sad.wav
OAF_rot_neutral_angry,OAF,rot,neutral,angry,OAF_rot_neutral.wav,OAF_rot_angry.wav
