pair_id,actor,statement,label_a,label_b,file_a,path_a,file_b,path_b
a08_s2_happy_angry,8,2,happy,angry,03-01-03-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-08.wav,03-01-05-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-08.wav
a08_s2_sad_angry,8,2,sad,angry,03-01-04-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-08.wav,03-01-05-01-02-01-08.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-08.wav
a09_s1_neutral_happy,9,1,neutral,happy,03-01-01-01-01-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-09.wav,03-01-03-01-01-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-09.wav
a09_s1_neutral_sad,9,1,neutral,sad,03-01-01-01-01-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-09.wav,03-01-04-01-01-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-09.wav
a09_s1_neutral_angry,9,1,neutral,angry,03-01-01-01-01-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-09.wav,03-01-05-01-01-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-09.wav
a09_s1_happy_sad,9,1,happy,sad,03-01-03-01-01-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-09.wav,03-01-04-01-01-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-09.wav
a09_s1_happy_angry,9,1,happy,angry,03-01-03-01-01-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-09.wav,03-01-05-01-01-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-09.wav
a09_s1_sad_angry,9,1,sad,angry,03-01-04-01-01-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-09.wav,03-01-05-01-01-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-09.wav
a09_s2_neutral_happy,9,2,neutral,happy,03-01-01-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-09.wav,03-01-03-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-09.wav
a09_s2_neutral_sad,9,2,neutral,sad,03-01-01-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-09.wav,03-01-04-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-09.wav
a09_s2_neutral_angry,9,2,neutral,angry,03-01-01-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-09.wav,03-01-05-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-09.wav
a09_s2_happy_sad,9,2,happy,sad,03-01-03-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-09.wav,03-01-04-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-09.wav
a09_s2_happy_angry,9,2,happy,angry,03-01-03-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-09.wav,03-01-05-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-09.wav
a09_s2_sad_angry,9,2,sad,angry,03-01-04-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-09.wav,03-01-05-01-02-01-09.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-09.wav
a10_s1_neutral_happy,10,1,neutral,happy,03-01-01-01-01-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-10.wav,03-01-03-01-01-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-10.wav
a10_s1_neutral_sad,10,1,neutral,sad,03-01-01-01-01-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-10.wav,03-01-04-01-01-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-10.wav
a10_s1_neutral_angry,10,1,neutral,angry,03-01-01-01-01-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-10.wav,03-01-05-01-01-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-10.wav
a10_s1_happy_sad,10,1,happy,sad,03-01-03-01-01-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-10.wav,03-01-04-01-01-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-10.wav
a10_s1_happy_angry,10,1,happy,angry,03-01-03-01-01-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-10.wav,03-01-05-01-01-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-10.wav
a10_s1_sad_angry,10,1,sad,angry,03-01-04-01-01-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-10.wav,03-01-05-01-01-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-10.wav
a10_s2_neutral_happy,10,2,neutral,happy,03-01-01-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-10.wav,03-01-03-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-10.wav
a10_s2_neutral_sad,10,2,neutral,sad,03-01-01-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-10.wav,03-01-04-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-10.wav
a10_s2_neutral_angry,10,2,neutral,angry,03-01-01-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-10.wav,03-01-05-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-10.wav
a10_s2_happy_sad,10,2,happy,sad,03-01-03-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-10.wav,03-01-04-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-10.wav
a10_s2_happy_angry,10,2,happy,angry,03-01-03-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-10.wav,03-01-05-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-10.wav
a10_s2_sad_angry,10,2,sad,angry,03-01-04-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-10.wav,03-01-05-01-02-01-10.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-10.wav
a11_s1_neutral_happy,11,1,neutral,happy,03-01-01-01-01-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-11.wav,03-01-03-01-01-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-11.wav
a11_s1_neutral_sad,11,1,neutral,sad,03-01-01-01-01-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-11.wav,03-01-04-01-01-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-11.wav
a11_s1_neutral_angry,11,1,neutral,angry,03-01-01-01-01-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-11.wav,03-01-05-01-01-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-11.wav
a11_s1_happy_sad,11,1,happy,sad,03-01-03-01-01-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-11.wav,03-01-04-01-01-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-11.wav
a11_s1_happy_angry,11,1,happy,angry,03-01-03-01-01-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-11.wav,03-01-05-01-01-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-11.wav
a11_s1_sad_angry,11,1,sad,angry,03-01-04-01-01-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-11.wav,03-01-05-01-01-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-11.wav
a11_s2_neutral_happy,11,2,neutral,happy,03-01-01-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-11.wav,03-01-03-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-11.wav
a11_s2_neutral_sad,11,2,neutral,sad,03-01-01-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-11.wav,03-01-04-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-11.wav
a11_s2_neutral_angry,11,2,neutral,angry,03-01-01-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-11.wav,03-01-05-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-11.wav
a11_s2_happy_sad,11,2,happy,sad,03-01-03-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-11.wav,03-01-04-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-11.wav
a11_s2_happy_angry,11,2,happy,angry,03-01-03-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-11.wav,03-01-05-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-11.wav
a11_s2_sad_angry,11,2,sad,angry,03-01-04-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-11.wav,03-01-05-01-02-01-11.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-11.wav
a12_s1_neutral_happy,12,1,neutral,happy,03-01-01-01-01-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-12.wav,03-01-03-01-01-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-12.wav
a12_s1_neutral_sad,12,1,neutral,sad,03-01-01-01-01-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-12.wav,03-01-04-01-01-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-12.wav
a12_s1_neutral_angry,12,1,neutral,angry,03-01-01-01-01-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-12.wav,03-01-05-01-01-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-12.wav
a12_s1_happy_sad,12,1,happy,sad,03-01-03-01-01-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-12.wav,03-01-04-01-01-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-12.wav
a12_s1_happy_angry,12,1,happy,angry,03-01-03-01-01-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-12.wav,03-01-05-01-01-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-12.wav
a12_s1_sad_angry,12,1,sad,angry,03-01-04-01-01-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-12.wav,03-01-05-01-01-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-12.wav
a12_s2_neutral_happy,12,2,neutral,happy,03-01-01-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-12.wav,03-01-03-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-12.wav
a12_s2_neutral_sad,12,2,neutral,sad,03-01-01-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-12.wav,03-01-04-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-12.wav
a12_s2_neutral_angry,12,2,neutral,angry,03-01-01-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-12.wav,03-01-05-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-12.wav
a12_s2_happy_sad,12,2,happy,sad,03-01-03-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-12.wav,03-01-04-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-12.wav
a12_s2_happy_angry,12,2,happy,angry,03-01-03-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-12.wav,03-01-05-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-12.wav
a12_s2_sad_angry,12,2,sad,angry,03-01-04-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-12.wav,03-01-05-01-02-01-12.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-12.wav
a13_s1_neutral_happy,13,1,neutral,happy,03-01-01-01-01-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-13.wav,03-01-03-01-01-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-13.wav
a13_s1_neutral_sad,13,1,neutral,sad,03-01-01-01-01-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-13.wav,03-01-04-01-01-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-13.wav
a13_s1_neutral_angry,13,1,neutral,angry,03-01-01-01-01-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-13.wav,03-01-05-01-01-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-13.wav
a13_s1_happy_sad,13,1,happy,sad,03-01-03-01-01-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-13.wav,03-01-04-01-01-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-13.wav
a13_s1_happy_angry,13,1,happy,angry,03-01-03-01-01-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-13.wav,03-01-05-01-01-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-13.wav
a13_s1_sad_angry,13,1,sad,angry,03-01-04-01-01-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-13.wav,03-01-05-01-01-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-13.wav
a13_s2_neutral_happy,13,2,neutral,happy,03-01-01-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-13.wav,03-01-03-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-13.wav
a13_s2_neutral_sad,13,2,neutral,sad,03-01-01-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-13.wav,03-01-04-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-13.wav
a13_s2_neutral_angry,13,2,neutral,angry,03-01-01-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-13.wav,03-01-05-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-13.wav
a13_s2_happy_sad,13,2,happy,sad,03-01-03-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-13.wav,03-01-04-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-13.wav
a13_s2_happy_angry,13,2,happy,angry,03-01-03-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-13.wav,03-01-05-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-13.wav
a13_s2_sad_angry,13,2,sad,angry,03-01-04-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-13.wav,03-01-05-01-02-01-13.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-13.wav
a14_s1_neutral_happy,14,1,neutral,happy,03-01-01-01-01-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-14.wav,03-01-03-01-01-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-14.wav
a14_s1_neutral_sad,14,1,neutral,sad,03-01-01-01-01-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-14.wav,03-01-04-01-01-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-14.wav
a14_s1_neutral_angry,14,1,neutral,angry,03-01-01-01-01-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-14.wav,03-01-05-01-01-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-14.wav
a14_s1_happy_sad,14,1,happy,sad,03-01-03-01-01-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-14.wav,03-01-04-01-01-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-14.wav
a14_s1_happy_angry,14,1,happy,angry,03-01-03-01-01-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-14.wav,03-01-05-01-01-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-14.wav
a14_s1_sad_angry,14,1,sad,angry,03-01-04-01-01-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-14.wav,03-01-05-01-01-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-14.wav
a14_s2_neutral_happy,14,2,neutral,happy,03-01-01-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-14.wav,03-01-03-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-14.wav
a14_s2_neutral_sad,14,2,neutral,sad,03-01-01-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-14.wav,03-01-04-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-14.wav
a14_s2_neutral_angry,14,2,neutral,angry,03-01-01-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-14.wav,03-01-05-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-14.wav
a14_s2_happy_sad,14,2,happy,sad,03-01-03-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-14.wav,03-01-04-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-14.wav
a14_s2_happy_angry,14,2,happy,angry,03-01-03-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-14.wav,03-01-05-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-14.wav
a14_s2_sad_angry,14,2,sad,angry,03-01-04-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-14.wav,03-01-05-01-02-01-14.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-14.wav
a15_s1_neutral_happy,15,1,neutral,happy,03-01-01-01-01-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-15.wav,03-01-03-01-01-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-15.wav
a15_s1_neutral_sad,15,1,neutral,sad,03-01-01-01-01-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-15.wav,03-01-04-01-01-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-15.wav
a15_s1_neutral_angry,15,1,neutral,angry,03-01-01-01-01-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-15.wav,03-01-05-01-01-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-15.wav
a15_s1_happy_sad,15,1,happy,sad,03-01-03-01-01-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-15.wav,03-01-04-01-01-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-15.wav
a15_s1_happy_angry,15,1,happy,angry,03-01-03-01-01-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-15.wav,03-01-05-01-01-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-15.wav
a15_s1_sad_angry,15,1,sad,angry,03-01-04-01-01-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-15.wav,03-01-05-01-01-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-15.wav
a15_s2_neutral_happy,15,2,neutral,happy,03-01-01-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-15.wav,03-01-03-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-15.wav
a15_s2_neutral_sad,15,2,neutral,sad,03-01-01-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-15.wav,03-01-04-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-15.wav
a15_s2_neutral_angry,15,2,neutral,angry,03-01-01-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-15.wav,03-01-05-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-15.wav
a15_s2_happy_sad,15,2,happy,sad,03-01-03-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-15.wav,03-01-04-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-15.wav
a15_s2_happy_angry,15,2,happy,angry,03-01-03-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-15.wav,03-01-05-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-15.wav
a15_s2_sad_angry,15,2,sad,angry,03-01-04-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-15.wav,03-01-05-01-02-01-15.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-02-01-15.wav
a16_s1_neutral_happy,16,1,neutral,happy,03-01-01-01-01-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-16.wav,03-01-03-01-01-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-16.wav
a16_s1_neutral_sad,16,1,neutral,sad,03-01-01-01-01-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-16.wav,03-01-04-01-01-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-16.wav
a16_s1_neutral_angry,16,1,neutral,angry,03-01-01-01-01-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-01-01-16.wav,03-01-05-01-01-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-16.wav
a16_s1_happy_sad,16,1,happy,sad,03-01-03-01-01-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-16.wav,03-01-04-01-01-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-16.wav
a16_s1_happy_angry,16,1,happy,angry,03-01-03-01-01-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-01-01-16.wav,03-01-05-01-01-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-16.wav
a16_s1_sad_angry,16,1,sad,angry,03-01-04-01-01-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-01-01-16.wav,03-01-05-01-01-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-05-01-01-01-16.wav
a16_s2_neutral_happy,16,2,neutral,happy,03-01-01-01-02-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-16.wav,03-01-03-01-02-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-03-01-02-01-16.wav
a16_s2_neutral_sad,16,2,neutral,sad,03-01-01-01-02-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-01-01-02-01-16.wav,03-01-04-01-02-01-16.wav,/root/autodl-tmp/kfair/data/ravdess_eval_audio/03-01-04-01-02-01-16.wav
